text,intent
"@115851 
Very dissapointing @AmazonHelp showing item delivered but not delivered yet and didn't get my refund also nd not for first time https://t.co/Nw2zkMTOa6",Return / Refund
"@AmazonHelp your call center is always busy,  so plz change/return my product asap...",Return / Refund
@AmazonHelp Amazon customer care just called me bt they didn't proceed my return request yet. They just askd me to confirm my order. Kindly resolve ASAP,Return / Refund
"i havent yet recieved my refund of 16k Reference No.  #7433274__credit_card__ 
@AmazonHelp @115850",Return / Refund
"@AmazonHelp Order was supposed to be delivered on the 16th, still isn't here. I have repurchased the items either through amazon, or locally. I just want to get a refund for the items that did not show.",Return / Refund
@AmazonHelp @115850 no update yet! It’d be better if had applied for a refund. https://t.co/xom0bgQCPZ,Return / Refund
@AmazonHelp Already informed the team. But haven't received my refund,Return / Refund
"@AmazonHelp @AmazonHelp bloody hell , got no response u know what just give me my refund that's it , want nothing else give the refund , blocked my money u cheaters, forget replacement just give refund",Return / Refund
"@AmazonHelp It doesnt say...this is the second time within last 2 months...will be returning this, since it will arrive too late",Return / Refund
"@AmazonHelp I prchsd a mobile cover only 2 find that it's bn used b4. Raised a return rqst, can I get a replcmnt widout any xtra chargs?",Return / Refund
"@AmazonHelp Product is returning to seller without deliver.2nd time ordered this product,bt  undelivered.Is this fault of courier facilate? https://t.co/uc2xfssE8W",Return / Refund
@115850 @AmazonHelp the new refund policy is horrible. 9 days and still no refund. Customer care says 2 more days each time we speak.,Return / Refund
"@AmazonHelp my order has been picked since 24th and the product has still not reached your warehouse and because of that your team is not refunding my money. Its been 18 days now and the service is just pathetic, i am just given fake dates.",Return / Refund
@AmazonHelp Yes.. Delivered wrong product... After returning it.. Gave Amazon credit.. Re booked another product.. Credit balance not adjusted.. Booked on prime.. Could not deliver.. Agent did not respond to more than 100 calls.. Called customer care thrice.. Only sweet talk.. No resolutions,Return / Refund
@115821 @115850 @AmazonHelp  Either you’re smoking weed or weed is smoking you ? take a look at these mail sent by your so called customer representatives on the same day. You just extended my refund process from 24hrs to 10 days . #boycottAMAZON . Good bye Amazon. https://t.co/QVeFKu9diQ,Return / Refund
@AmazonHelp u are of no help..till now sent 10 mails...same response..that u just cant return my money,Return / Refund
@115850 @AmazonHelp bad bad service now a days my 4 product return in transit even u paid it in advance i want that product....,Return / Refund
@AmazonHelp If that’s the case then I would rather cancel my order and buy somewhere else so I don’t get spoilers.,Return / Refund
".@AmazonHelp, your cust support is so pathetic! Screwed up the orders, then issued a refund to an old card. Now, I am asked to go the bank!😡",Return / Refund
@AmazonHelp  I was supposed to get a refund instead of assisting me in that you guys closed support window for that product,Return / Refund
"@AmazonHelp Keep your sorry, I don't need that.
From last 18 days i am hearing same thing. I need only my refund. @AmazonHelp",Return / Refund
"@AmazonHelp No there was not any estimated date.
If u take more than one week who will buy that?
I want before Friday otherwise I will cancel my order",Return / Refund
@AmazonHelp @115850 LG Refrigerator return was picked up from home but packing material left behind and no receipt given. All good?,Return / Refund
@115821 @115851 @AmazonHelp @115850 i have sent what i was gotten okk so please stop fooling me and make my refund https://t.co/zciz8TQpBT,Return / Refund
"@AmazonHelp Order Id 
https://t.co/awojQ1odKk can see the details there. I don't mind sharing my details here. I just want to get my advance refund(1/2)",Return / Refund
@115850 @AmazonHelp I am really dissappointed by fake promises of refunding money from amazon.I have proofs but amazon didn't do anything.,Return / Refund
"@AmazonHelp I cannot return an item from my wedding registry. It was shipped and sold by @115821. Gift was purchased Oct 1 but says ""This item is no longer eligible for return."" I thought we had 180 days.",Return / Refund
@AmazonHelp I order clb optus shoe worth rs 2299 but I recieved diffrent item and your return facility is not avalaible at my town 854301,Return / Refund
@AmazonHelp Thanks yes I’d already seen that but I thought you usually extended the normal return period coming up to Xmas??,Return / Refund
"@AmazonHelp I don't want to do this shit, take back your product &amp; refund the money @115850 https://t.co/sqM74a6Grn",Return / Refund
@AmazonHelp I have received an opened bottle 🥃 which I am not happy to consume or put in the post for return should it leak. Any ideas?,Return / Refund
"@AmazonHelp Yes Sir,
You are absolutely right they have sended me a mail of apologize and for their mistake but they have not mentioned the date when i will get my correct cheque.
Can you pls tell me when i will get my money back",Return / Refund
@AmazonHelp I did @AmazonHelp. Then I got to know I was forced to take replacement and no refunds.,Return / Refund
@AmazonHelp It’s not downloading any of the books I have and it won’t delete the ones I’ve returned,Return / Refund
@AmazonHelp I am in need of help with a refund that wasn't issued and I need it done ASAP. It is a long story. Can you help me resolve this?,Return / Refund
@AmazonHelp Why you are copy pasting d same message since birth of Christ..there is no mention about refund,Return / Refund
"@116090 @AmazonHelp The online customer service chat is useless @amazonhelp. If I don't want the replacement they can refund the order? What kind of customer service is that? I want the item, but they can't ship it to me and apparently don't know what guaranteed means.",Return / Refund
@AmazonHelp How’d y’all take my money from one card but say you refunded it to a whole other card? &amp; don’t feel I should be compensated  your mishap😔🙁,Return / Refund
"@AmazonHelp When an order takes two months to arrive,  all one wants is a refund.",Return / Refund
"@AmazonHelp defected product delivered, started using after the return policy  date, product is not as per the mark, please help. https://t.co/MLai5IJdRu",Return / Refund
@120612 @AmazonHelp Right some time they people make fool. Before perchasing they people not mention anywhere for self return so why we do it otherwise we...,Return / Refund
"@AmazonHelp No, not sure why because they extended the return window to a year. However they've just said 'we have lied, that policy is false information'... Is this for real Amazon? 🙈",Return / Refund
"@AmazonHelp Who are these people, where do I find them? I bought the product from Amazon , while returning the money you people become different team?",Return / Refund
"@AmazonHelp Customer service replying with the same old template 'nutritional products cannot be returned', when it was clearly Amazon's mistake. #HELP https://t.co/8o4hozrrH2",Return / Refund
@AmazonHelp See tell me what is the more options for me now.Will you guys refund my money or not.@115851 Never expected this from Amazon,Return / Refund
"@AmazonHelp I believe so, it was some time ago that my intern returned it though.  I know we returned the cage and grip though, thats for sure.",Return / Refund
@AmazonHelp hi I returned an item over a month now and I’ve still not heard anything or been refunded.,Return / Refund
